"","person","tot","time","role","dialogue"
"1105","OBAMA","102.12","time 2","candidate","Governor Romney not only opposed it, he suggested that in fact employers should be able to make the decision as to whether or not a woman gets contraception through her insurance coverage."
"1106","OBAMA","102.13","time 2","candidate","That's not the kind of advocacy that women need."
"1107","OBAMA","102.14","time 2","candidate","When Governor Romney says that we should eliminate funding for Planned Parenthood, there are millions of women all across the country, who rely on Planned Parenthood for, not just contraceptive care, they rely on it for mammograms, for cervical cancer screenings."
"1108","OBAMA","102.15","time 2","candidate","That's a pocketbook issue for women and families all across the country."
"1109","OBAMA","102.16","time 2","candidate","And it makes a difference in terms of how well and effectively women are able to work."
"1110","OBAMA","102.17","time 2","candidate","When we talk about child care, and the credits that we're providing."
"1111","OBAMA","102.18","time 2","candidate","That makes a difference in whether they can go out there and and earn a living for their family."
"1112","OBAMA","102.19","time 2","candidate","These are not just women's issues."
"1113","OBAMA","102.20","time 2","candidate","These are family issues."
"1114","OBAMA","102.21","time 2","candidate","These are economic issues."
"1115","OBAMA","102.22","time 2","candidate","And one of the things that makes us grow as an economy is when everybody participates and women are getting the same fair deal as men are."
"1116","CROWLEY","103.1","time 2","moderator","Mister President|"
"1117","OBAMA","104.1","time 2","candidate","And I've got two daughters and I want to make sure that they have the same opportunities that anybody's sons have."
"1118","OBAMA","104.2","time 2","candidate","That's part of what I'm fighting for as president of the United States."
"1119","CROWLEY","105.1","time 2","moderator","I want to move us along here to Susan Katz, who has a question."
"1120","CROWLEY","105.2","time 2","moderator","And, Governor, it's for you."
"1121","QUESTION","106.1","time 2","other","Governor Romney, I am an undecided voter, because I'm disappointed with the lack of progress I've seen in the last four years."
"1122","QUESTION","106.2","time 2","other","However, I do attribute much of America's economic and international problems to the failings and missteps of the Bush administration."
"1123","QUESTION","106.3","time 2","other","Since both you and President Bush are Republicans, I fear a return to the policies of those years should you win this election."
"1124","QUESTION","106.4","time 2","other","What is the biggest difference between you and George W."
"1125","QUESTION","106.5","time 2","other","Bush, and how do you differentiate yourself from George W."
"1126","QUESTION","106.6","time 2","other","Bush?"
"1127","ROMNEY","107.1","time 2","candidate","Thank you."
"1128","ROMNEY","107.2","time 2","candidate","And I appreciate that question."
"1129","ROMNEY","107.3","time 2","candidate","I just want to make sure that, I think I was supposed to get that last answer, but I want to point out that that I don't believe|"
"1130","OBAMA","108.1","time 2","candidate","I don't think so, Candy."
"1131","ROMNEY","109.1","time 2","candidate","I don't believe|"
"1132","OBAMA","110.1","time 2","candidate","I want to make sure our timekeepers are working here."
"1133","ROMNEY","111.1","time 2","candidate","The time the time|"
"1134","CROWLEY","112.1","time 2","moderator","OK."
"1135","CROWLEY","112.2","time 2","moderator","The timekeepers are all working."
"1136","CROWLEY","112.3","time 2","moderator","And let me tell you that the last part, it's for the two of you to talk to one another, and it isn't quite as you think."
"1137","CROWLEY","112.4","time 2","moderator","But go ahead and use this two minutes any way you'd like to, the question is on the floor."
"1138","ROMNEY","113.1","time 2","candidate","I'd just note that I don't believe that bureaucrats in Washington should tell someone whether they can use contraceptives or not."
"1139","ROMNEY","113.2","time 2","candidate","And I don't believe employers should tell someone whether they could have contraceptive care of not."
"1140","ROMNEY","113.3","time 2","candidate","Every woman in America should have access to contraceptives."
"1141","ROMNEY","113.4","time 2","candidate","And and the and the president's statement of my policy is completely and totally wrong."
"1142","OBAMA","114.1","time 2","candidate","Governor|"
"1143","ROMNEY","115.1","time 2","candidate","Let me come back and and answer your question."
"1144","ROMNEY","115.2","time 2","candidate","President Bush and I are are different people and these are different times and that's why my five point plan is so different than what he would have done."
"1145","ROMNEY","115.3","time 2","candidate","I mean for instance, we can now, by virtue of new technology actually get all the energy we need in North America without having to go to the the Arabs or the Venezuelans or anyone else."
"1146","ROMNEY","115.4","time 2","candidate","That wasn't true in his time, that's why my policy starts with a very robust policy to get all that energy in North America become energy secure."
"1147","ROMNEY","115.5","time 2","candidate","Number two, trade I'll crack down on China, President Bush didn't."
"1148","ROMNEY","115.6","time 2","candidate","I'm also going to dramatically expand trade in Latin America."
"1149","ROMNEY","115.7","time 2","candidate","It's been growing about twelve percent per year over a long period of time."
"1150","ROMNEY","115.8","time 2","candidate","I want to add more free trade agreements so we'll have more trade."
"1151","ROMNEY","115.9","time 2","candidate","Number three, I'm going to get us to a balanced budget."
"1152","ROMNEY","115.10","time 2","candidate","President Bush didn't."
"1153","ROMNEY","115.11","time 2","candidate","President Obama was right, he said that that was outrageous to have deficits as high as half a trillion dollars under the Bush years."
"1154","ROMNEY","115.12","time 2","candidate","He was right, but then he put in place deficits twice that size for every one of his four years."
"1155","ROMNEY","115.13","time 2","candidate","And his forecast for the next four years is more deficits, almost that large."
"1156","ROMNEY","115.14","time 2","candidate","So that's the next area I'm different than President Bush."
"1157","ROMNEY","115.15","time 2","candidate","And then let's take the last one, championing small business."
"1158","ROMNEY","115.16","time 2","candidate","Our party has been focused too long."
"1159","ROMNEY","115.17","time 2","candidate","I came through small business."
"1160","ROMNEY","115.18","time 2","candidate","I understand how hard it is to start a small business."
"1161","ROMNEY","115.19","time 2","candidate","That's why everything I'll do is designed to help small businesses grow and add jobs."
"1162","ROMNEY","115.20","time 2","candidate","I want to keep their taxes down on small business."
"1163","ROMNEY","115.21","time 2","candidate","I want regulators to see their job as encouraging small enterprise, not crushing it."
