topic_str,post,label,seen?,new_id,ori_topic,pred_label
workers obamacare jobs,How about food stamps?,2,0,1687,workers obamacare jobs,2
jobs economy job,"When he took office, thirty two million people were on food stamps.",2,0,1688,jobs economy job,2
jobs economy job,"Today, forty seven million people are on food stamps.",2,0,1689,jobs economy job,1
jobs economy job,How about the growth of the economy?,2,0,1690,jobs economy job,1
news read listen,"It's growing more slowly this year than last year, and more slowly last year than the year before.",2,0,1691,news read listen,2
president obama legislation,The president wants to do well.,2,0,1692,president obama legislation,1
sen pass agree,I understand.,2,0,1693,sen pass agree,1
president obama legislation,"But the policies he's put in place from Obamacare to Dodd Frank to his tax policies to his regulatory policies, these policies combined have not let this economy take off and grow like it could have.",2,0,1694,president obama legislation,0
congrats congratulations honored,"You might say, Well, you got an example of one that worked better?",2,0,1695,congrats congratulations honored,1
jobs economy job,"Yeah, in the Reagan recession where unemployment hit ten.",2,0,1696,jobs economy job,1
jobs economy job,"eight percent, between that period the end of that recession and the equivalent of time to today, Ronald Reagan's recovery created twice as many jobs as this president's recovery.",2,0,1697,jobs economy job,1
jobs economy job,Five million jobs doesn't even keep up with our population growth.,2,0,1698,jobs economy job,0
jobs economy job,And the only reason the unemployment rate seems a little lower today is because of all the people that have dropped out of the workforce.,2,0,1699,jobs economy job,1
president obama legislation,"The president has tried, but his policies haven't worked.",2,0,1700,president obama legislation,0
obama president congressman,He's great as a as a as a speaker and describing his plans and his vision.,2,0,1701,obama president congressman,1
congrats congratulations honored,"That's wonderful, except we have a record to look at.",2,0,1702,congrats congratulations honored,1
spending bipartisan obamacare,"And that record shows he just hasn't been able to cut the deficit, to put in place reforms for Medicare and Social Security to preserve them, to get us the rising incomes we need.",2,0,1703,spending bipartisan obamacare,2
workers obamacare jobs,Median income is down dollar four thousand three hundred a family and twenty three million Americans out of work.,2,0,1704,workers obamacare jobs,2
vote voted republicans,That's what this election is about.,2,0,1705,vote voted republicans,1
education students school,It's about who can get the middle class in this country a bright and prosperous future and assure our kids the kind of hope and optimism they deserve.,2,0,1706,education students school,1
sen pass agree,Is it Loraina?,2,0,1707,sen pass agree,1
sen pass agree,Lorraine?,2,0,1708,sen pass agree,1
sen pass agree,Lorraine.,2,0,1709,sen pass agree,1
sen pass agree,"Good, thanks.",2,0,1710,sen pass agree,1
sen pass agree,Thank you.,2,0,1711,sen pass agree,1
sen pass agree,Lorraine?,2,0,1712,sen pass agree,1
sen pass agree,Did I get that right?,2,0,1713,sen pass agree,1
sen pass agree,Good.,2,0,1714,sen pass agree,1
congrats congratulations honored,Thank you for your question.,2,0,1715,congrats congratulations honored,1
immigration reform bipartisan,And let me step back and tell you what I would like to do with our immigration policy broadly and include an answer to your question.,2,0,1716,immigration reform bipartisan,1
immigration reform bipartisan,"But first of all, this is a nation of immigrants.",2,0,1717,immigration reform bipartisan,1
immigration reform bipartisan,We welcome people coming to this country as immigrants.,2,0,1718,immigration reform bipartisan,1
immigration reform bipartisan,My dad was born in Mexico of American parents; Ann's dad was born in Wales and is a first generation American.,2,0,1719,immigration reform bipartisan,1
immigration reform bipartisan,We welcome legal immigrants into this country.,2,0,1720,immigration reform bipartisan,1
president obama legislation,I want our legal system to work better.,2,0,1721,president obama legislation,1
sen pass agree,I want it to be streamlined.,2,0,1722,sen pass agree,2
sen pass agree,I want it to be clearer.,2,0,1723,sen pass agree,1
immigration reform bipartisan,I don't think you have to shouldn't have to hire a lawyer to figure out how to get into this country legally.,2,0,1724,immigration reform bipartisan,2
education students school,"I also think that we should give visas to people green cards, rather, to people who graduate with skills that we need.",2,0,1725,education students school,2
immigration reform bipartisan,"People around the world with accredited degrees in science and math get a green card stapled to their diploma, come to the U.",2,0,1726,immigration reform bipartisan,2
sen pass agree,S.,2,0,1727,sen pass agree,1
sen pass agree,of A.,2,0,1728,sen pass agree,1
president obama legislation,We should make sure our legal system works.,2,0,1729,president obama legislation,1
immigration reform bipartisan,"Number two, we're going to have to stop illegal immigration.",2,0,1730,immigration reform bipartisan,1
immigration reform bipartisan,There are four million people who are waiting in line to get here legally.,2,0,1731,immigration reform bipartisan,2
immigration reform bipartisan,Those who've come here illegally take their place.,2,0,1732,immigration reform bipartisan,1
immigration reform bipartisan,So I will not grant amnesty to those who have come here illegally.,2,0,1733,immigration reform bipartisan,2
immigration reform bipartisan,What I will do is I'll put in place an employment verification system and make sure that employers that hire people who have come here illegally are sanctioned for doing so.,2,0,1734,immigration reform bipartisan,1
immigration reform bipartisan,I won't put in place magnets for people coming here illegally.,2,0,1735,immigration reform bipartisan,0
immigration reform bipartisan,"So for instance, I would not give driver's licenses to those that have come here illegally as the president would.",2,0,1736,immigration reform bipartisan,2
immigration reform bipartisan,"The kids of those that came here illegally, those kids, I think, should have a pathway to become a permanent resident of the United States and military service, for instance, is one way they would have that kind of pathway to become a permanent resident.",2,0,1737,immigration reform bipartisan,2
immigration reform bipartisan,"Now when the president ran for office, he said that he'd put in place, in his first year, a piece of legislation he'd file a bill in his first year that would reform our our immigration system, protect legal immigration, stop illegal immigration.",2,0,1738,immigration reform bipartisan,1
sen pass agree,He didn't do it.,2,0,1739,sen pass agree,0
senator senate congressman,"He had a Democrat House, a Democrat Senate, super majority in both Houses.",2,0,1740,senator senate congressman,1
immigration reform bipartisan,Why did he fail to even promote legislation that would have provided an answer for those that want to come legally and for those that are here illegally today?,2,0,1741,immigration reform bipartisan,2
